ID,Title,Description,"How to use",Brand,Remainder,Images
,"Пенка для умывания A'PIEU DEEP CLEAN BUBBLE FOAM","<h2>Пенка A&#39;PIEU DEEP CLEAN BUBBLE FOAM</h2>

<p>Кислородная пенка с содой для глубокого очищения эффективно удаляет все загрязнения, мягко отшелушивает ороговевшие клетки кожи и растворяет излишки себума, очищает и разглаживает поверхность эпидермиса.Средство образует мягкую пенку, пузырьки которой способны проникать глубоко в поры и тщательно очищать их, разглаживая и смягчая кожный покров. Продукт деликатно отшелушивает кожу, устраняет загрязнения и не вызывает раздражений и чувства стянутости.Сода&nbsp;- абсорбирует избытки кожного сала, очищает поры, показывает великолепные результаты в борьбе с чёрными точками. Имеет нейтральный кислотно-щелочной баланс и химические свойства, поэтому подходит для всех типов кожи.Минеральная вода&nbsp;- является источником ценнейших минералов, кроме того, она способствует тщательному очищению и увлажнению кожи.</p>","<p>Выдавите необходимое количество пенки и равномерно распределите по коже. Сделайте лёгкий массаж круговыми движениями и смойте остатки средства тёплой водой.</p>",A'PIEU,20,http://localhost/upload/products/fZKqcIla2w9S.webp
,"Тоник для лица A'PIEU LACTOBACILLUS MOISTURIZING TONER","<h2>Тонер для лица A&#39;PIEU LACTOBACILLUS MOISTURIZING TONER</h2>

<p>Это увлажняющий тонер помогает защитить кожу от внешних факторов, и укрепляет увлажняющий барьер кожи. Молочный тонер легко впитывается в кожу обеспечивая глубокое увлажнение и гладкость, не создавая никакой липкости. Полезные лактобактерии в составе оказывают мгновенное подтягивающее действие, впитывают и удерживают влагу в подкожной прослойке, что обеспечивает коже постоянную увлажненность. При регулярном применении помогает вернуть коже утраченную упругость, оберегает от деформации и обвисания, способствует разглаживанию морщин. Запатентованный комплекс Lacto Moisturizing Fermentation &trade;, получаемый с помощью молочнокислых бактерий для обеспечения увлажняющего барьера и седативного ухода для чувствительной и сухой кожи. Высоко увлажняющий крем для глаз с лактобарьером, который интенсивно увлажняет кожу.</p>","<p>Нанесите немного средства на ватный диск и тщательно протрите кожу лица легкими похлопывающими движениями.</p>",A'PIEU,21,http://localhost/upload/products/x8wpbbIX1Pgk.webp
,"A'PIEU LACTOBACILLUS MOISTURIZING AMPOULE","<p>Это увлажняющая сыворотка усиливает энергию влаги в коже, что позволяет коже удерживать обильную влагу.&nbsp; Сыворотка укрепляет увлажняющий барьер кожи, и обеспечивает прохладное и освежающее ощущение, без липкости. Полезные лактобактерии в составе оказывают мгновенное подтягивающее действие, впитывают и удерживают влагу в подкожной прослойке, что обеспечивает коже постоянную увлажненность. При регулярном применении помогает вернуть коже утраченную упругость, оберегает от деформации и обвисания, способствует разглаживанию морщин. Запатентованный комплекс Lacto Moisturizing Fermentation &trade;, получаемый с помощью молочнокислых бактерий для обеспечения увлажняющего барьера и седативного ухода для чувствительной и сухой кожи. Высоко увлажняющий крем для глаз с лактобарьером, который интенсивно увлажняет кожу.</p>","<p>Нанести сыворотку на кожу, затем промассировать легкими разглаживающими движениями.</p>",A'PIEU,2,http://localhost/upload/products/KM5TeavWz5Hy.webp
,"Гидрофильное масло A'PIEU DEEP CLEAN CLEANSING OIL","<h2>Гидрофильное масло A&#39;PIEU DEEP CLEAN CLEANSING OIL</h2>

<p>Это гидрофильное очищающее масло подходит для снятия макияжа, в том числе водостойкой косметики и ББ-кремов, удаления загрязнений и глубокой очистки пор. Способствует глубокому очищению кожи, сужает поры, контролирует водно-жировой баланс, оказывает регенерирующее действие, активизирует кровообращение, создает защитный барьер, препятствуя загрязнению кожи и развитию воспалительных процессов. При контакте с водой масло превращается в легкую белую эмульсию, которая полностью смывается с кожи, забирая с собой загрязнения, и не оставляет ощущение пленки. Гидрофильное масло обеспечивает очищение кожи от остатков макияжа и загрязнений, нормализацию гидролипидного баланса, предупреждение образования воспалений, повышение барьерных функций кожи, увлажнение, улучшение микроциркуляции крови в коже.</p>","<p>Выдавите необходимое количество масла на сухую ладонь, массажными движениями распределите по сухой коже лица, смывая макияж. Умойтесь теплой водой.</p>",A'PIEU,4,http://localhost/upload/products/DjUvAv0VeOAF.webp
,"Увлажняющий крем A'PIEU LACTOBACILLUS MOISTURIZING CREAM","<h2>Увлажняющий крем A&#39;PIEU LACTOBACILLUS MOISTURIZING CREAM</h2>

<p>Это увлажняющий крем прекрасно увлажняет, снимает воспаления, устраняет покраснения и выравнивает тон. Обладает защитной функцией, создавая на коже специальный барьер, оберегающий её от пагубных свойств окружающей среды. Идеально подойдет для ухода за очень чувствительной и раздраженной кожей. Полезные лактобактерии в составе оказывают мгновенное подтягивающее действие, впитывают и удерживают влагу в подкожной прослойке, что обеспечивает коже постоянную увлажненность. При регулярном применении помогает вернуть коже утраченную упругость, оберегает от деформации и обвисания, способствует разглаживанию морщин. Запатентованный комплекс Lacto Moisturizing Fermentation &trade;, получаемый с помощью молочнокислых бактерий для обеспечения увлажняющего барьера и седативного ухода для чувствительной и сухой кожи. Высоко увлажняющий крем для глаз с лактобарьером, который интенсивно увлажняет кожу.</p>","<p>Нанесите средство на кожу лица или тела, и равномерно распределите легкими массажными движениями.</p>",A'PIEU,19,http://localhost/upload/products/xWDjgX5hhoMK.jpg
,"A'PIEU LACTOBACILLUS MOISTURIZING EYE CREAM","<p>A&#39;Pieu&nbsp;Lactobacillus&nbsp;Moisturizing&nbsp;Eye&nbsp;Cream&nbsp;&ndash; это увлажняющий крем для век с лактобактериями помогает повысить барьер кожи и обеспечивает интенсивное увлажнение сухой кожи вокруг глаз. Идеально подойдет для ухода за очень чувствительной и раздраженной кожей. Полезные лактобактерии в составе оказывают мгновенное подтягивающее действие, впитывают и удерживают влагу в подкожной прослойке, что обеспечивает коже постоянную увлажненность. Запатентованный комплекс Lacto Moisturizing Fermentation &trade;, получаемый с помощью молочнокислых бактерий для обеспечения увлажняющего барьера и седативного ухода для чувствительной и сухой кожи. Высоко увлажняющий крем для глаз с лактобарьером, который интенсивно увлажняет кожу.</p>","<p>Перед использованием крема для лица, нанесите небольшое количество крема для области вокруг глаз.</p>",A'PIEU,3,http://localhost/upload/products/aMtEzappF2d7.jpg
,"Маска для лица A'PIEU REAL AMPOULE MASK BIRCH","<h2>Маска для лица A&#39;PIEU REAL AMPOULE MASK BIRCH</h2>

<p>Тканевая маска с высококонцентрированным составом&nbsp;Apieu Real Ampoule Mask Birch&nbsp;на основе экстракта коры березы создана&nbsp; для&nbsp; интенсивного успокаивающего и увлажняющего действие. Маска оказывает антисептическое, антиоксидантное и укрепляющее действие. Средство интенсивно увлажняет, устраняет покраснения и раздражения, снижает уровень воспалений, заживляет и тонизирует. Активные ингредиенты маски придают лицу свежесть, повышают плотность кожи, ее упругость и эластичность, выравнивают тон, деликатно осветляют, оказывают лифтинговое воздействие, сужают поры.</p>","<p>наложите маску на предварительно тонизированное лицо на 15-20 минут. Остатки эссенции вбейте кончиками пальцев. Нанесите крем.</p>",A'PIEU,4,http://localhost/upload/products/O0VCAp99h2zC.png
,"Ватная палочка для очищения A'PIEU AQUA PEELING COTTON SWAB MILD","<h2>Ватная палочка для очищения &nbsp;A&#39;PIEU AQUA PEELING COTTON SWAB MILD</h2>

<p>Ватная палочка&nbsp;для очищения с АНА-кислотами (фруктовыми кислотами) 8% ускоряет отшелушивание омертвевших клеток с поверхности кожи и обновление эпидермиса, помогает бороться с преждевременным старением кожи, способствует выравниванию тона лица, придает коже сияющий вид.За счёт своего отшелушивающего воздействия фруктовые кислоты улучшают проникновение в кожу других активных ингредиентов косметических средств. Усиливается синтез коллагена, повышается упругость кожи.Хорошо осветляет кожу лица и выравнивает тон. Удаляет пигментные пятна и придает коже здоровое сияние. Делает незаметными &quot;черные точки&quot;.</p>","<p>Очистите кожу тонером. Откройте упаковку по линии разреза. Протрите кожу лица ватной палочкой, избегая области глаз и губ. Средство не требует смывания.* Используйте средство, в зависимости от состояния кожи 2-3 раза в неделю.* При использовании, возможно чувство легкого раздражения. Не требует смывания.</p>",A'PIEU,1,http://localhost/upload/products/K5cuvBMIaQ2l.webp
,"Тинт для губ A'PIEU JUICY PANG TINT [CR05]","<h2>Тинт для губ A&#39;PIEU JUICY PANG TINT [CR05]</h2>

<p>Тинт используется для создания на губах яркого равномерного покрытия.Тинт не глянцевый, он обеспечивает гладкость при нанесении на губы. Нежная текстура средства легко наносится и быстро впитывается, не утяжеляет кожу губ, заполняет морщинки и трещинки. Разнообразная палитра оттенков средства подчеркнет естественную красоту губ при создании как вечернего, так и повседневного макияжа.Питательный состав средства предотвращает обезвоженности и появлению шелушений на коже. Не вызывает дискомфортных ощущений у обладательниц чувствительной и склонной к аллергическим проявлениям кожи. В течение 4 часов без скатывания и размазывания стойко держится на губах.</p>","<p>&nbsp;Нанесите небольшое количество средства на чистую кожу губ. Распределите равномерным слоем.</p>",A'PIEU,7,http://localhost/upload/products/NC7aRRVkcGh6.jpg
,"A'PIEU PASTEL BLUSHER [CR01]","<p>A&#39;PIEU Pastel Blusher &mdash; монохромные румяна, которые создают яркие скулы одним касанием яркого цвета.Сильно светящиеся жемчужины создают эффект призмы, создавая великолепную кожу.</p>","<p>Нанесите умеренное количество на щеки и сделайте естественную градацию с помощью встроенной кисти для растушевки для завершающего штриха.</p>",A'PIEU,3,http://localhost/upload/products/V78TNE1n0heg.jpg
,"A'PIEU PASTEL BLUSHER [VL01]","<p>- Мягкие румяна для лица, которые создают две яркие щеки, которые естественно окрашиваются, как если бы они были нарисованы пастелью. - Он имеет отличное развитие цвета и передает яркие цвета одним касанием. - Мягкая пудра кожного сала минимизирует быстрое исчезновение цвета и помогает сохранить цвет красивым надолго</p>","<p>С помощью пальцев или спонжа наберите небольшое количество румян и нанесите их на область скул. Равномерно растушуйте, чтобы создать лёгкий естественный тон</p>",A'PIEU,4,http://localhost/upload/products/shcjqnoteuFE.jpg
,"A'PIEU JUICY-PANG HAND CREAM [HONEY AND PEACH]","<p>Крем для глубокого увлажнения и питания кожи рук A&#39;pieu Juicy-Pang Hand Cream (Honey and Peach).Масло Ши в составе смягчает кожу рук, устраняет сухость, питает полезными микроэлементами.Экстракт персика &ndash; разглаживает текстуру кожи, устраняет сухость, питает влагой.Верхняя нота: сладкий и приятный персиковый аромат.Средняя нота:&nbsp;сладкий аромат меда и жасмина.Базовая нота:&nbsp;тонкий аромат амбры и мускуса.Приятный лёгкий фруктовый аромат надолго останется на коже.Небольшой тюбик удобно брать с собой в сумочку.</p>","<p>Нанести средство на кожу рук, втирать до полного впитывания</p>",A'PIEU,1,http://localhost/upload/products/jqOFXjGPZb9d.jpg
,"A'PIEU PASTEL BLUSHER [CR02]","<p>Пастельные румяна A&#39;PIEU 4.3 г, # CR02 - Мягкие румяна, которые создают две яркие щеки, которые естественно окрашиваются, как если бы они были нарисованы пастелью. - Он имеет отличное развитие цвета и передает яркие цвета одним касанием. - Мягкая пудра кожного сала минимизирует быстрое исчезновение цвета и помогает сохранить цвет красивым надолго</p>","<p>Наберите небольшое количество кистью и легкими движениями нанесите на яблочки щек.</p>",A'PIEU,6,http://localhost/upload/products/oH6ZVntbIxTh.jpg
,"A'PIEU JUICY-PANG HAND CREAM [BLACKCURRANT AND BAY]","<p>Oтличное средство для глубокого увлажнения и питания кожи рук. Масло Ши в составе смягчает кожу рук, устраняет сухость, питает полезными микроэлементами. Экстракт чёрной смородины &ndash; тонизирует кожу, питает, осветляет пигментацию. Приятный лёгкий ягодный аромат надолго останется на коже. Небольшой тюбик удобно брать с собой в сумочку.Активно направлено на увлажнение, питание кожиЭффективные ингредиенты:Экстракт алоэ &ndash; тонизирует кожу, устраняет воспаления, успокаивает.Масло Ши &ndash; смягчает кожу, делает гладкой, питает полезными микроэлементам.</p>","<p>Нанесите достаточное количество на руки и повторно в течение дня по мере необходимости..</p>",A'PIEU,1,http://localhost/upload/products/20k0ulxfwBri.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [RD02]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [RD02]</h2>

<p>A&#39;PIEU Water Light Tint &mdash; это легкий тинт для губ с высокой адгезией, который делает губы естественными пухлыми и влажными.&nbsp;&nbsp;A&#39;PIEU Water Light Tint делает губы увлажненными и упругими, как стеклянные шарики.</p>","<p>Аккуратно нанесите умеренное количество от внутренней части губ к внешней.&nbsp;</p>",A'PIEU,11,http://localhost/upload/products/Pl7BOHj2MZrS.webp
,"Тинт для губ A'PIEU WATER LIGHT TINT [RD04]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [RD04]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>&nbsp;Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,3,http://localhost/upload/products/gCSxdIVY6QR1.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [RD06]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [RD06]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>&nbsp;Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,5,http://localhost/upload/products/ogdRjQDjakwJ.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [PK01]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [PK01]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,5,http://localhost/upload/products/EDi0Zy6ID8Bp.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [CR01]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [CR01]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>&nbsp;Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,9,http://localhost/upload/products/YfBJKtMI5Xqv.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [CR03]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [CR03]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>&nbsp;Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,4,http://localhost/upload/products/TowaBJVkGllJ.jpg
,"Маска для лица A'PIEU MILK ONE-PACK [STRAWBERRY]","<h2>&nbsp;Маска для лица A&#39;PIEU MILK ONE-PACK [STRAWBERRY]</h2>

<p>Экстракт клубники великолепно очищает кожу, способствует сужению расширенных пор, борется с угревой сыпью, отбеливает кожу.Молочная эссенция и молочный протеин осветляют уставший покров, оптимизируют водно-жировой баланс дермы, устраняют ороговевшие участки, увлажняют и делают тон более ярким и здоровым.Экстракт натурального жемчуга предотвращает дегидратацию, защищает от негативного воздействия ультрафиолета, делает кожу нежной и сияющей.Маска-салфетка удобна в использовании. Она легко принимает форму лица. Проводить приятную уходовую процедуру можно, не отвлекаясь от домашних дел.</p>","<p>Приложите маску на очищенную кожу лица на 15-20 минут.Затем снимите, а остатки сыворотки аккуратно распределите по лицу и шее, дайте впитаться.</p>",A'PIEU,2,http://localhost/upload/products/Qi9TFGTMj7NZ.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [OR01]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [OR01]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,11,http://localhost/upload/products/f8tT0rOMQqLh.jpg
,"Маска для лица A'PIEU MILK ONE-PACK [CHOCOLATE]","<h2>Маска для лица A&#39;PIEU MILK ONE-PACK [CHOCOLATE]</h2>

<p>Экстракт какао прекрасный антиоксидант, препятствующий появлению в организме свободных радикалов, он помогает бороться со старением, улучшает тонус кожи, защищает кожу от потери влаги, делает ее мягкой и гладкой.Экстракт какао содержит железо, медь, магний, а также протеины, витамины А, Е, B1, В2.Слива &ndash; источник витамина С, который оздоровляет кожу, препятствует размножению бактерий, противодействует свободным радикалам.Маска-салфетка удобна в использовании. Она легко принимает форму лица. Проводить приятную процедуру можно, не отвлекаясь от домашних дел.</p>","<p>&nbsp;&nbsp;&crarr;Приложите маску на очищенную кожу лица на 15-20 минут.Затем снимите, а остатки сыворотки аккуратно распределите по лицу и шее, дайте впитаться.</p>",A'PIEU,11,http://localhost/upload/products/0p21KcWIiUCJ.jpg
,"Тинт для губ A'PIEU WATER LIGHT TINT [OR03]","<h2>Тинт для губ A&#39;PIEU WATER LIGHT TINT [OR03]</h2>

<p>Лёгкий и нелипкий, как вода, но мягкий и питающий, как масло, &ndash; это тинт Water Light Tint от корейского бренда A&#39;Pieu.В его состав входят эфирные масла корочек лимона, грейпфрута и апельсина, гидролат лотоса, экстракты папайи, томата, розы и персика, так что тонкая кожа будет надёжно защищена от ветра, воды и мороза &ndash; и никакого ощущения сухости. Тинт слегка впитывается в поверхность губ и держится несколько часов без подкрашиваний. Тинт легко растушёвывается и ложится ровно, даже если наносить новый слой через несколько часов после первого. Поэтому можно легко создать на губах эффект деграде: закрасьте всю поверхность губ, а затем нанесите тинт только на их середину.</p>","<p>Нанести тинт на чистые сухие губы в один или несколько слоёв. Также можно нанести средство плотным слоем и слегка промокнуть салфеткой, чтобы оттенок стал полупрозрачным.</p>",A'PIEU,4,http://localhost/upload/products/MjuIZbzjEvnL.jpg
,"Маска для лица A'PIEU MILK ONE-PACK [GREEN TEA]","<h2>Маска для лица A&#39;PIEU MILK ONE-PACK [GREEN TEA]&nbsp;</h2>

<p>Экстракты зеленого чая и гамамелиса обладают противовоспалительными, антисептическими и антибактериальными свойствами, ускоряют заживление раздражений, нормализуют деятельность сальных желез, устраняют жирный блеск кожи, матируют ее, защищают от UF-лучей, нормализуют обменные процессы, укрепляют сосуды и уменьшают проявления купероза, устраняют отечность лица, содержат дубильные вещества, обеспечивающие великолепный бактерицидный и вяжущий эффект.Молочная эссенция и молочный протеин осветляют уставший покров, оптимизируют водно-жировой баланс дермы, устраняют ороговевшие участки, увлажняют и делают тон более ярким и здоровым.Экстракт гамамелиса прекрасно сужает поры.Маска-салфетка удобна в использовании. Она легко принимает форму лица. Проводить приятную уходовую процедуру можно, не отвлекаясь от домашних дел.</p>","<p>&nbsp;&nbsp;&crarr;Приложите маску на очищенную кожу лица на 15-20 минут.Затем снимите, а остатки сыворотки аккуратно распределите по лицу и шее, дайте впитаться.</p>",A'PIEU,2,http://localhost/upload/products/HaWoVoEaAAe7.jpg
,"Маска для лица A'PIEU MILK ONE-PACK [COFFEE MILK]","<h2>Маска для лица A&#39;PIEU MILK ONE-PACK [COFFEE MILK]&nbsp;</h2>

<p>Экстракт кофе, благодаря кофеину, оказывает дренажное действие, улучшает кровоснабжение клеток, способствует их питанию и обновлению, помогает бороться с признаками усталости, тонизирует, делает кожу свежей и сияющей, обеспечивает естественную защиту от ультрафиолетового излучения.Коллаген - увлажняет и повышает упругость и эластичность, укрепляет структуру кожи, прекрасно решает проблемы нарушения ее пигментации.Маска формирует защитную пленку на поверхности кожи.Маска-салфетка удобна в использовании. Она легко принимает форму лица. Проводить приятную уходовую процедуру можно, не отвлекаясь от домашних дел.</p>","<p>&nbsp;&nbsp;&crarr;Приложите маску на очищенную кожу лица на 15-20 минут.Затем снимите, а остатки сыворотки аккуратно распределите по лицу и шее, дайте впитаться.</p>",A'PIEU,10,http://localhost/upload/products/KmI4rp40RnD4.jpg
,"A'PIEU JUICY-PANG MERINGUE BLUSH [BE01]","<p>A&#39;PIEU Juicy Pang Meringue Blush 5.2g &ndash; это невероятно милый и яркий румянец от популярного южнокорейского бренда A&#39;PIEU. Этот продукт создан специально для того, чтобы подчеркнуть красоту и свежесть твоей кожи, давая ей натуральный и здоровый вид.</p>","<p>Нанеси немного румянца на щеки и растушуй его кистью или губкой. Для более яркого и насыщенного цвета нанеси несколько слоев продукта. Румянец A&#39;PIEU Juicy Pang Meringue Blush 5.2g идеально подходит для создания естественного и свежего макияжа на каждый день. Он легко наносится и растушевывается, не оставляя пятен и разводов на коже.С помощью румянца A&#39;PIEU Juicy Pang Meringue Blush 5.2g ты сможешь подчеркнуть свою красоту и придать коже ухоженный и свежий вид. Этот продукт станет отличным выбором для тех, кто ищет качественный и стойкий румянец по доступной цене. Попробуй его и убедись в его эффективности сама!</p>",A'PIEU,2,http://localhost/upload/products/dTYsjmB1iay1.jpg
,"A'PIEU JUICY-PANG MERINGUE BLUSH [BE02]","<p>A&#39;PIEU Juicy Pang Meringue Blush 5.2g &ndash; это невероятно милый и яркий румянец от популярного южнокорейского бренда A&#39;PIEU. Этот продукт создан специально для того, чтобы подчеркнуть красоту и свежесть твоей кожи, давая ей натуральный и здоровый вид.</p>","<p>Нанеси немного румянца на щеки и растушуй его кистью или губкой. Для более яркого и насыщенного цвета нанеси несколько слоев продукта. Румянец A&#39;PIEU Juicy Pang Meringue Blush 5.2g идеально подходит для создания естественного и свежего макияжа на каждый день. Он легко наносится и растушевывается, не оставляя пятен и разводов на коже.С помощью румянца A&#39;PIEU Juicy Pang Meringue Blush 5.2g ты сможешь подчеркнуть свою красоту и придать коже ухоженный и свежий вид. Этот продукт станет отличным выбором для тех, кто ищет качественный и стойкий румянец по доступной цене. Попробуй его и убедись в его эффективности сама!</p>",A'PIEU,2,http://localhost/upload/products/g3TsCFBUqbzP.png
,"A'PIEU JUICY-PANG MERINGUE BLUSH [CR02]","<p>A&#39;PIEU Juicy Pang Meringue Blush 5.2g &ndash; это невероятно милый и яркий румянец от популярного южнокорейского бренда A&#39;PIEU. Этот продукт создан специально для того, чтобы подчеркнуть красоту и свежесть твоей кожи, давая ей натуральный и здоровый вид.</p>","<p>Нанеси немного румянца на щеки и растушуй его кистью или губкой. Для более яркого и насыщенного цвета нанеси несколько слоев продукта. Румянец A&#39;PIEU Juicy Pang Meringue Blush 5.2g идеально подходит для создания естественного и свежего макияжа на каждый день. Он легко наносится и растушевывается, не оставляя пятен и разводов на коже.С помощью румянца A&#39;PIEU Juicy Pang Meringue Blush 5.2g ты сможешь подчеркнуть свою красоту и придать коже ухоженный и свежий вид. Этот продукт станет отличным выбором для тех, кто ищет качественный и стойкий румянец по доступной цене. Попробуй его и убедись в его эффективности сама!</p>",A'PIEU,2,http://localhost/upload/products/2ElKX21jKKY2.png
